"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6530","6370","7070","7830","8000","8290","9410","10690","12660","14560","17430","17740","17600","17010","19360","20310","19010","17450","15750","13970","14110","14150","",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4213.073572364","4713.12372333522","5714.03631228628","6865.11802345258","8307.35186304502","9774.85660946361","11186.4617198362","11030.2455995454","11522.2827272847","12472.9463965041","13800.0698679457","14877.9367536922","15097.5035935012","14100.4365915244","12962.3104151827","12251.2646085018","13009.7903362831","13592.2309503303","12324.5369262609",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","150","160","170","180","170","150","150","160","180","200","240","270","320","350","360","350","350","340","360","370","400","400","400","400","430","440","440","470","480","470","450","440","480","510","530","570","660","740","800","860","920","950","970","1030","1120","1210","1230","1260","1310","1400","1480","1410","1280",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1360","1570","1760","2200","2410","2590","2530","2530","2820","2860","3280","2740","2570","2660","2730","3020","3260","3440","3470","3560","3600","3690","3760","3910","3840","3970","4110","4510","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14480","14900","11880",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6790","6010",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","190","170","180","200","210","220","240","220","220","220","260","320","380","420","450","500","590","700","750","740","680","570","520","540","600","660","700","720","730","770","820","920","1020","1160","1230","1200","1180","1150","1160","1130","1170","1290","1380","1490","1720","2000","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850","3430",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9200","8810","9420","10350","10830","11780","11800","11090","11400","12270","12760","12870","14150","15860","16680","16650","17810","16500","",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2860","2710","2590","2600","2750","2660",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3240","3830","4230","4350","4430","4670","4710","4900","5500","6250","7340","8460","9940","11980","12500","12740","12890","13160","13390","13560","13310","12720","12730","14150","15350","15270",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","608.369730362","651.256026560793","690.635781155429","678.465947342626","588.972728711739","560.806767336621","555.347809506597","594.386816980172","613.973300116944","580.270460500172","706.108616637398","392.872970977755","378.577537172009","325.370747858363","292.63252210652","301.258031443428","331.663570396659","373.168921298382","379.415506152846","398.156680180392","415.260105285092","434.761425986825","454.657984894753","468.944908061068","577.708068952635","667.177552194323","804.662966872526","956.380767506218","1167.27253096729","1251.29863299047","1325.62863413084","1365.39859308348","1538.77942220471","1669.41506690506","1745.97688217094","1651.09688421849","1500.84309927751","1372.82115391849","1372.76491901317","1426.59091515435","1343.5873003575",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21080","22060","21740",
"Korea, Dem. People's Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12170","11830","11750","13260","16140","18580","19390","20850","22590","22920","22960","22720","21150","21370","21190","20440","19930","20040","22030","23150","22000",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4750","5510","5810","5640","5400","5370","5600","5510","5140",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","4270","3710",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1470.36755917712","1321.04658208507","1359.87576549853","1298.62180975149","1415.17660737419","1405.78847901297","1443.33345724517","1456.24413318917","1484.53191643738","1489.20206607951","1651.83652484757","1726.98040898041","1860.41681149056","2056.37402609449","2191.14904159108","2145.54659496107","1993.20907269038","1997.06737598638","1900.92424811698","1836.5075662334","1799.64630594493","1930.96144420178","2266.13618542868","2589.51889825526","2665.2412111917","2822.63347650438","2992.24199569724","2959.20802878342","2957.86218881331","3119.46412781392","3367.35362465407","3752.27825731177","3889.58224424591","3916.89390891355","3949.53016118495","4013.54164984601","4300.85700550153","4351.7367466136","3744.48393935046",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1515.01915132715","1606.54961837865","1728.51164450252","1874.75500687693","2043.5628249428","2174.18240213837","2382.34760485229","2594.25422690041","2746.91410976173","2997.37391048598","3441.86150334146","4210.51488300814","4907.70322682799","5489.0277123423","5798.72570028494","6227.70913370809","7128.58167316316","8554.77206259018","9865.49870653456","10236.4965230426","9768.43953894017","9397.67908696289","9777.18902497972","10263.1674722271","11608.7328144238","13982.1147537219","17067.501426804","17978.2170229181","18788.5587140253","19555.2013456183","21210.2344054015","21699.9991780197","22807.5928001737","24344.8267282856","25522.6530563054","25643.337532316","24681.7696937854","25007.8299556218","26058.7449226973","26072.8641137142","25925.0554306078","27957.1870487305","31917.0977780638","35151.1225814463","36848.6822958372","38220.3357198614","39749.0608663117","39121.0737393658","40224.927649287","41584.620407555","42868.4730920041","43609.5934596578","43772.713812365","42563.6704832603","41755.7176621473","42178.7355467301","45044.0704162487","46520.1246511092","",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15360","14940","15270","16030","17260","17400","17470","17920","17780","17250","16660","16170","15770","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72880","79390","80890","73440","64550","56920","58830","61180","56210",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6390","8800","9220","8640","8650","8760","9320","9700","9600","9620","10110","11430","12610","12570",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11250","10690",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","280","280","270","260","250","270","320","360","410","490","550","600","650","700","720","740","750","740","730","780","830","780",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6704760747879","93.9438191319294","104.557805997114","109.336925413677","105.387190886045","106.578450354818","103.98985735385","111.351366166615","117.977350932934","121.910802473474","125.776601229554","141.991103728121","164.532107305866","187.664121510031","181.741678979531","184.703172884911","203.533497599196","222.244594930214","267.03830440357","293.211937468667","287.270242585756","281.228421332121","279.3341411771","288.946551062734","308.496709978035","343.549487573023","381.492338488555","378.901224085183","375.434966225037","347.971186986073","349.700922773331","335.414850745557","349.288720795291","374.681641546821","406.158385382031","414.146072200518","415.455354245333","435.832257854976","445.12020173651","454.66631136672","461.425782604584","513.937068043338","599.66630676128","688.326994364237","762.138805446672","871.015976934726","949.196028901055","1053.02039419987","1147.13188809517","1277.13612573244","1390.22747233468","1437.19586578562","1480.77204806542","1525.85161263237","1603.46780004884","1733.82186982352","1904.50845636628","1996.42411973336","1820.60030063242",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21610","22840","21930",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","350","380","430","500","600","700","910","1080","1150","1320","1360","1520","1400","1490","1540","1500","1310","1040","820","650",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","840","840","770","600","560","560","640","830","950","940","920","930","980","930","770","740","700","710","690","690","670","650","630","730","870","990","1030","1100","1250","1330","1330","1300","1320","1340","1370","1320","1270","1280","1390","1430","1430",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53060","54460","56900","58390","54920",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","760","710","670","610","580","590","600","590","630","660","800","860","1000","1200","1320","1310","1230","1160","980","920","830","860","900","980","1040","1120","1230","1310","1470","1620","1820","2160","2200","2130","2150","2220","2360","2370","2300",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","540","490",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","760","730","680","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","3990","3650",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","290","290","290","310","320","310",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3830","4200","4830","6030","6450","6220","6190","6080","6460","6240","5960","5700","5570","6410","7030","7400",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","117.163707160898","123.884999425385","129.758343844193","137.247311398713","142.486087179559","146.166668788887","152.559469746835","165.339906139327","186.055959198596","198.291932025186","211.487520781364","244.858323684648","320.3752003684","374.154429978539","401.200401396542","412.681417896183","434.165709602238","508.077820835833","606.32332977184","697.716872108914","732.683551267805","721.226218663969","633.671912445908","571.742173421899","549.405567281141","587.098583542665","636.958353181812","623.102209207163","608.921439866891","617.373226273615","622.640745257005","588.226312642219","562.538178129381","575.693279683936","593.837700793018","608.88385712965","574.341564554004","563.248179501766","556.688887843881","550.679993079244","559.667828462632","609.844626797343","740.334046907984","903.89358300781","1049.12414730955","1180.94999329841","1332.53049964321","1379.47225135966","1452.52930312929","1529.31440536806","1670.75355464509","1755.11108241116","1804.54304509703","1715.01223129727","1568.5173838324","1488.22293676914","1516.4663914318","1558.87022716801","1477.59532957241",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","117.191009147654","123.915312423874","129.790325374689","137.276505471668","142.521906044462","146.198575595202","152.589288667591","165.362785115662","186.076367225299","198.321054581865","211.527737936972","244.917461673436","320.442875465332","374.226020706775","401.272359149082","412.741622839764","434.275507972898","508.275230558288","606.556672003126","697.955875710002","732.905118062598","721.424985083634","633.890408919524","572.010866570295","549.708659492039","587.469738874411","637.424248032668","623.641962038524","609.519615981243","617.984669170311","623.344070919788","588.985377620627","563.322205690468","576.456473910239","594.625056014902","609.733690771039","575.188681668076","564.087910588569","557.514424333729","551.488419397312","560.422617367695","610.640022231512","741.291696224344","905.016326335449","1050.38096389715","1182.13189788964","1333.57205811568","1380.3847087376","1453.43318497791","1530.19901105483","1671.7029878793","1756.15503194586","1805.63123754244","1716.16701060738","1569.6539240743","1489.39818667694","1517.71761669713","1560.13944082831","1478.56962278708",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4270.40385897351","4738.09256202861","5614.57034316889","6584.49556800246","7792.56650749194","9023.980285264","10261.2194133069","10081.4938296551","10476.9535881099","11171.4300235481","12320.8809010701","13241.1548640822","13414.8484293999","12677.4924183564","11745.2071080599","11217.0812319683","11871.36338713","12398.4641736852","11189.6368649566",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1180","1230","1430","1630","1650","1690","1700","1870","1950","2070",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8890","6930","5930","5960","6340","5510",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5530","5720","6020","6960","9030","11350","12940","14930","17250","17100","17430","17440","17800","18250","18310","17670","16790","16600","18300","19200","18700",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21770","22120","24580","25910","",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58420","54360","53030","55640","56090","53800",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","3860","4310","4420","4130","3800","3450","3390","3620","3670","3580",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27680","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14350","15440","15930","12720",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","230","250","270","250","280","300","370","360","410","500","500","710","970","1090","1050","1170","1280","1570","1760","1750","1710","1650","1700","1480","1270","1190","890","910","990","1110","1070","970","900","850","850","920","890","970","1110","1210","1240","1380","1510","1620","1820","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280","25530","27300","26200","28340","30700","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","200","210","340","470","530","630","700","830","910","890","960","970","980","880","730","640","680","700","660",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.0682379526696","78.3889255399755","87.1374212505286","98.7255530726316","106.813097909225","100.746653670796","97.5457463362799","109.302887559624","122.430530188012","125.87817894624","132.935256856361","160.51098583688","187.87525363402","218.592146147355","213.771724956284","227.351270785105","241.179525980599","266.279786467359","294.330485902596","311.392589270763","310.93637523519","306.877073852692","325.215951366191","347.941645505241","369.509207896191","385.953886598846","405.668793276636","407.453781321003","423.040958858463","453.466742605617","503.562627362981","546.988013588639","614.095051814739","706.418156707236","822.223897311016","891.136119459199","836.721576110847","861.090410092394","920.149254916962","992.80366034175","1075.27636528469","1222.50872076682","1438.51403646276","1653.75892362585","1914.11603621586","2298.06541474816","2800.98699715824","3251.30552357096","3800.53920154387","4389.07565346563","5127.31032748646","5766.02700130205","6273.93141909098","6538.07069534287","6748.81794241349","7090.67200732065","7768.60614067236","8371.22552819836","8450.20353898421",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2544.15410243187","2398.32820744388","2344.5475864116","2072.32409077472","2080.53305774069","2129.63350059597","2230.70648014212","2101.98911434933","1986.21899864955","2082.58915766283","2012.92417333557","2175.64945561221","2544.89079206184","3258.34991867533","4128.22515230551","5048.43043404533","6208.16151324119","7571.59529640501","7533.21097276781","7988.83930280028","8568.56414972708","9659.52613292764","10543.4030100626","10479.2573379084","9251.92094837466","8189.15126907738","7926.8137219164","8439.80300681671","8897.69936417496","8560.66319243954",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","670","720","880","920","920",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5970","6610","7260","7050",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","240","220","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1260","1110","1030","1030","1070","1060",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","530","620","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6830","6380","6740","7220","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","478.101816375285","488.73581369183","523.567344251238","556.599843612953","591.06319326501","648.018799245444","713.899815419814","874.685018142391","1112.03596547037","1282.50930842687","1350.59465823457","1392.00647833282","1519.10327763846","1790.78752384785","2114.12363967735","2278.15525134836","2155.79215083286","1890.54868503363","1791.29072391603","1756.71787450801","1825.32877032033","1956.21869232716","2072.13927321257","2180.51343414028","2288.94494938035","2662.34439849064","2963.13370258413","3202.43582511841","3433.26355860139","3656.0115539838","3963.03985376444","4259.4578885985","4241.98607728699","4024.56950017649","4109.42059323016","3983.73284420293","3721.09865512381","3696.92791962442","4000.61163950211","4491.32750008431","5189.82706050157","6078.05264960108","7031.04116515827","7204.4507653719","8005.26496901981","8845.05367185736","9770.51183317278","10179.7375419914","10066.6993550177","9225.15620977238","8474.27537062356","8346.72278447377","8670.93769565434","8769.07465823913","7615.67748734562",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2970","2330","2850","3710","3630","3200","2690","2200","1750","1780","1800","2020","1830",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1152.37169333767","1310.68264478822","1420.50868917571","1470.80539659279","1517.57756124079","1596.10791086903","1640.55861182776","1612.53281117056","1665.64451956273","1886.02663792014","2133.35068386465","2429.9777281863","2851.4477068083","3374.8891422098","3694.84250192903","4013.40196273976","4109.67619302792","4597.42615813285","4759.80863417371","4625.7634552912","4167.12283302823","4086.22482748493","3851.78497942581","3655.03005059474","3514.73137064686","3154.76236533093",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2090","2370","2340","2240","2170","2080","2030","2000","2000","2160","2410","2720","2900","3270","3180","3370","3810","4320","4540","4600","4440","4410","4590","4800","5000","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6704760747879","93.9438191319294","104.557805997114","109.336925413677","105.387190886045","106.578450354818","103.98985735385","111.351366166615","117.977350932934","121.910802473474","125.776601229554","141.991103728121","164.532107305866","187.664121510031","181.741678979531","184.703172884911","203.533497599196","222.244594930214","267.03830440357","293.211937468667","287.270242585756","281.228421332121","279.3341411771","288.946551062734","308.496709978035","343.549487573023","381.492338488555","378.901224085183","375.434966225037","347.971186986073","349.700922773331","335.414850745557","349.288720795291","374.681641546821","406.158385382031","414.146072200518","415.455354245333","435.832257854976","445.12020173651","454.66631136672","461.425782604584","513.937068043338","599.66630676128","688.326994364237","762.138805446672","871.015976934726","949.196028901055","1053.02039419987","1147.13188809517","1277.13612573244","1390.22747233468","1437.19586578562","1480.77204806542","1525.85161263237","1603.46780004884","1733.82186982352","1904.50845636628","1996.42411973336","1820.60030063242",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","117.191009147654","123.915312423874","129.790325374689","137.276505471668","142.521906044461","146.198575595202","152.589288667591","165.362785115662","186.076367225299","198.321054581865","211.527737936972","244.917461673436","320.442875465332","374.226020706775","401.272359149082","412.741622839764","434.275507972898","508.275230558288","606.556672003126","697.955875710002","732.905118062598","721.424985083633","633.890408919524","572.010866570295","549.708659492039","587.469738874411","637.424248032668","623.641962038524","609.519615981243","617.984669170311","623.344070919788","588.985377620627","563.322205690468","576.456473910239","594.625056014902","609.733690771039","575.188681668076","564.087910588569","557.514424333729","551.488419397312","560.422617367694","610.640022231512","741.291696224344","905.016326335448","1050.38096389715","1182.13189788964","1333.57205811568","1380.3847087376","1453.43318497791","1530.19901105483","1671.7029878793","1756.15503194586","1805.63123754244","1716.16701060738","1569.6539240743","1489.39818667694","1517.71761669713","1560.13944082831","1478.56962278708",
